98.000,38.000,56.000,43.000,77.000,75.000,82.000,96.000,32.000,58.000,69.000,28.000,20.000,49.000,49.000,77.000,62.000,62.000,86.000,26.000,22.000,18.000,63.000,56.000,9.000,91.000,9.000,39.000,71.000,50.000,88.000,98.000,86.000,46.000,66.000,60.000,28.000,29.000,95.000,90.000
32.000,64.000,49.000,87.000,52.000,24.000,51.000,59.000,12.000,31.000,66.000,95.000,25.000,8.000,81.000,4.000,77.000,71.000,96.000,52.000,54.000,53.000,28.000,58.000,43.000,50.000,46.000,17.000,32.000,73.000,96.000,92.000,17.000,28.000,24.000,50.000,51.000,100.000,84.000,89.000
71.000,33.000,37.000,49.000,33.000,47.000,33.000,67.000,46.000,4.000,33.000,62.000,72.000,24.000,64.000,64.000,50.000,17.000,66.000,56.000,89.000,76.000,93.000,7.000,83.000,71.000,73.000,28.000,33.000,49.000,60.000,97.000,73.000,2.000,53.000,28.000,77.000,20.000,2.000,12.000
59.000,44.000,6.000,77.000,64.000,83.000,79.000,1.000,60.000,6.000,19.000,75.000,2.000,91.000,59.000,10.000,27.000,21.000,22.000,1.000,72.000,87.000,40.000,81.000,60.000,82.000,75.000,12.000,62.000,48.000,67.000,97.000,69.000,59.000,29.000,88.000,65.000,75.000,34.000,51.000
68.000,9.000,57.000,61.000,78.000,8.000,73.000,6.000,19.000,62.000,6.000,3.000,14.000,19.000,14.000,72.000,92.000,55.000,57.000,28.000,40.000,36.000,21.000,15.000,54.000,38.000,90.000,76.000,89.000,55.000,57.000,35.000,88.000,51.000,61.000,53.000,62.000,25.000,46.000,1.000
81.000,36.000,20.000,24.000,87.000,46.000,62.000,83.000,84.000,11.000,82.000,91.000,14.000,11.000,27.000,98.000,100.000,16.000,42.000,86.000,70.000,71.000,74.000,93.000,34.000,37.000,30.000,42.000,49.000,16.000,82.000,56.000,57.000,62.000,29.000,33.000,56.000,4.000,65.000,25.000
50.000,23.000,68.000,95.000,33.000,99.000,81.000,14.000,46.000,11.000,94.000,9.000,4.000,99.000,68.000,86.000,81.000,49.000,4.000,14.000,31.000,72.000,65.000,33.000,80.000,97.000,66.000,94.000,14.000,57.000,20.000,61.000,81.000,52.000,98.000,43.000,54.000,79.000,94.000,43.000
64.000,35.000,27.000,7.000,53.000,71.000,86.000,6.000,12.000,85.000,86.000,12.000,76.000,70.000,96.000,58.000,53.000,56.000,3.000,66.000,45.000,46.000,97.000,8.000,91.000,18.000,49.000,94.000,52.000,88.000,94.000,11.000,21.000,74.000,74.000,65.000,24.000,53.000,5.000,45.000
6.000,96.000,39.000,27.000,98.000,32.000,17.000,61.000,60.000,59.000,3.000,70.000,33.000,28.000,81.000,68.000,43.000,39.000,59.000,48.000,69.000,74.000,24.000,84.000,81.000,60.000,62.000,65.000,13.000,94.000,37.000,20.000,93.000,75.000,90.000,48.000,80.000,15.000,100.000,31.000
17.000,15.000,46.000,65.000,34.000,46.000,84.000,30.000,80.000,47.000,43.000,71.000,36.000,90.000,49.000,38.000,71.000,41.000,95.000,25.000,52.000,67.000,32.000,54.000,95.000,68.000,57.000,56.000,57.000,48.000,66.000,97.000,5.000,16.000,35.000,81.000,4.000,99.000,69.000,49.000
42.000,94.000,83.000,13.000,32.000,32.000,30.000,98.000,39.000,98.000,99.000,11.000,67.000,26.000,36.000,82.000,14.000,100.000,10.000,100.000,19.000,68.000,7.000,98.000,49.000,57.000,71.000,100.000,56.000,23.000,42.000,13.000,51.000,8.000,9.000,40.000,63.000,64.000,1.000,74.000
18.000,84.000,47.000,65.000,17.000,26.000,100.000,99.000,60.000,89.000,38.000,19.000,86.000,59.000,50.000,98.000,74.000,67.000,22.000,57.000,95.000,86.000,84.000,63.000,9.000,75.000,38.000,48.000,42.000,84.000,32.000,85.000,39.000,27.000,10.000,78.000,95.000,57.000,47.000,77.000
79.000,2.000,2.000,30.000,26.000,56.000,10.000,29.000,100.000,62.000,25.000,58.000,76.000,16.000,81.000,57.000,90.000,63.000,95.000,84.000,65.000,30.000,76.000,62.000,50.000,98.000,62.000,29.000,83.000,57.000,27.000,31.000,52.000,62.000,83.000,60.000,78.000,50.000,74.000,58.000
38.000,67.000,35.000,63.000,84.000,67.000,71.000,82.000,23.000,98.000,57.000,22.000,2.000,98.000,88.000,88.000,62.000,27.000,27.000,96.000,57.000,46.000,22.000,41.000,70.000,70.000,86.000,77.000,2.000,72.000,6.000,9.000,72.000,14.000,2.000,62.000,39.000,28.000,49.000,87.000
