63.000,4.000,22.000,85.000,85.000,14.000,70.000,26.000,24.000,60.000,94.000,72.000,33.000,50.000,31.000,74.000,17.000,61.000,53.000,90.000,2.000,56.000,64.000,17.000,85.000,69.000,47.000,85.000,77.000,78.000,3.000,44.000,34.000,56.000,33.000,94.000,16.000,12.000,2.000,13.000,50.000,64.000,3.000,33.000,24.000,26.000,88.000,14.000,24.000,1.000,51.000,31.000,56.000,61.000,77.000,16.000,33.000,65.000,93.000,14.000
6.000,15.000,78.000,54.000,69.000,57.000,27.000,85.000,25.000,21.000,9.000,24.000,99.000,18.000,21.000,6.000,51.000,79.000,51.000,44.000,84.000,4.000,94.000,64.000,6.000,11.000,80.000,35.000,38.000,24.000,97.000,33.000,1.000,54.000,30.000,70.000,4.000,87.000,59.000,80.000,24.000,49.000,87.000,38.000,86.000,33.000,51.000,74.000,91.000,11.000,27.000,20.000,67.000,88.000,83.000,27.000,57.000,35.000,37.000,34.000
92.000,1.000,42.000,93.000,57.000,83.000,46.000,4.000,24.000,69.000,58.000,100.000,69.000,15.000,25.000,11.000,42.000,63.000,74.000,82.000,62.000,58.000,20.000,94.000,24.000,53.000,9.000,15.000,76.000,94.000,84.000,42.000,26.000,57.000,76.000,72.000,18.000,32.000,10.000,69.000,27.000,76.000,60.000,54.000,56.000,77.000,85.000,97.000,66.000,12.000,14.000,66.000,57.000,58.000,68.000,30.000,36.000,13.000,67.000,64.000
71.000,85.000,7.000,29.000,37.000,56.000,53.000,89.000,24.000,36.000,99.000,26.000,33.000,88.000,17.000,70.000,68.000,13.000,14.000,2.000,64.000,37.000,13.000,5.000,61.000,19.000,54.000,21.000,55.000,85.000,67.000,18.000,75.000,93.000,35.000,45.000,46.000,38.000,39.000,56.000,84.000,15.000,30.000,31.000,4.000,27.000,80.000,93.000,65.000,7.000,59.000,55.000,90.000,87.000,62.000,90.000,86.000,83.000,90.000,87.000
67.000,33.000,66.000,52.000,82.000,46.000,19.000,65.000,48.000,36.000,17.000,62.000,90.000,1.000,63.000,27.000,99.000,77.000,86.000,45.000,41.000,36.000,98.000,25.000,17.000,47.000,29.000,41.000,61.000,67.000,12.000,38.000,95.000,47.000,88.000,14.000,98.000,23.000,82.000,48.000,81.000,86.000,81.000,12.000,75.000,59.000,35.000,48.000,9.000,41.000,87.000,99.000,43.000,70.000,5.000,93.000,5.000,64.000,40.000,46.000
96.000,37.000,95.000,65.000,85.000,11.000,5.000,10.000,10.000,21.000,35.000,6.000,19.000,18.000,5.000,53.000,64.000,31.000,84.000,79.000,11.000,37.000,5.000,17.000,92.000,12.000,87.000,95.000,83.000,40.000,2.000,15.000,57.000,93.000,65.000,2.000,98.000,13.596,80.000,20.250,27.558,59.000,52.000,11.000,91.000,44.000,81.000,18.000,7.000,4.000,11.000,63.000,33.000,6.000,55.000,17.000,79.000,61.000,94.000,100.000
99.000,3.000,43.000,78.000,19.000,58.000,35.000,12.000,36.000,91.000,15.000,18.000,14.000,81.000,15.000,14.000,62.000,68.000,39.000,77.000,23.000,26.000,34.000,75.000,53.000,73.000,10.000,54.000,21.000,4.000,5.000,93.000,61.000,62.000,84.000,12.000,7.000,12.000,93.000,36.000,96.000,42.000,21.000,69.000,51.000,29.000,34.000,96.000,33.000,38.000,14.000,24.000,69.000,6.000,52.000,79.000,8.000,20.000,17.000,27.000
9.000,24.000,54.000,25.000,42.000,97.000,66.000,95.000,47.000,68.000,59.000,99.000,17.000,56.000,81.000,52.000,97.000,34.000,40.000,58.000,64.000,84.000,90.000,8.000,2.000,10.000,76.000,13.000,77.000,9.000,63.000,11.000,33.000,64.000,27.000,80.000,60.000,19.000,23.000,25.000,2.000,73.000,51.000,84.000,88.000,63.000,11.000,50.000,89.000,51.000,87.000,20.000,93.000,21.000,85.000,74.000,25.000,18.000,30.000,63.000
79.000,21.000,35.000,67.000,56.000,64.000,98.000,49.000,39.000,51.000,69.000,78.000,77.000,60.000,63.000,54.000,70.000,1.000,88.000,97.000,25.000,37.000,62.000,39.000,42.000,6.000,98.000,29.000,80.000,5.000,52.000,41.000,8.000,73.000,56.000,27.000,47.000,40.000,51.000,24.000,40.000,47.000,43.000,67.000,74.000,39.000,68.000,55.000,92.000,9.000,62.000,42.000,40.000,82.000,23.000,97.000,9.000,95.000,73.000,43.000
92.000,46.000,82.000,44.000,59.000,84.000,57.000,98.000,63.000,79.000,61.000,79.000,71.000,41.000,57.000,63.000,89.000,51.000,45.000,49.000,55.000,92.000,1.000,99.000,9.000,87.000,40.000,79.000,92.000,69.000,61.000,27.000,79.000,95.000,65.000,83.000,20.000,39.000,75.000,78.000,97.000,88.000,25.000,85.000,25.000,83.000,72.000,63.000,65.000,59.000,6.000,37.000,22.000,89.000,9.000,71.000,28.000,35.000,78.000,99.000
