1.000,2.000,65.000,0.000
1.000,3.000,91.000,0.000
1.000,4.000,32.000,0.000
1.000,5.000,51.000,0.000
1.000,6.000,40.000,0.000
1.000,7.000,58.000,0.000
1.000,8.000,50.000,0.000
1.000,9.000,54.000,0.000
1.000,10.000,90.000,0.000
1.000,11.000,27.000,0.000
1.000,12.000,81.000,0.000
1.000,13.000,4.000,0.000
1.000,14.000,11.000,0.000
1.000,15.000,57.000,0.000
1.000,16.000,62.000,0.000
1.000,17.000,92.000,0.000
1.000,18.000,35.000,0.000
1.000,19.000,62.000,0.000
1.000,20.000,96.000,0.000
1.000,21.000,22.000,0.000
1.000,22.000,78.000,0.000
1.000,23.000,66.000,0.000
1.000,24.000,4.000,0.000
1.000,25.000,94.000,0.000
1.000,26.000,50.000,0.000
1.000,27.000,59.000,0.000
1.000,28.000,88.000,0.000
1.000,29.000,25.000,0.000
1.000,30.000,22.000,0.000
1.000,31.000,79.000,0.000
1.000,32.000,13.000,0.000
1.000,33.000,55.000,0.000
1.000,34.000,42.000,0.000
1.000,35.000,56.000,0.000
1.000,36.000,97.000,0.000
1.000,37.000,91.000,0.000
1.000,38.000,13.000,0.000
1.000,39.000,96.000,1.000
1.000,40.000,56.000,0.000
1.000,41.000,36.000,0.000
1.000,42.000,25.000,0.000
1.000,43.000,12.000,0.000
1.000,44.000,26.000,0.000
1.000,45.000,29.000,0.000
1.000,46.000,40.000,0.000
1.000,47.000,59.000,0.000
1.000,48.000,68.000,0.000
1.000,49.000,86.000,0.000
1.000,50.000,33.000,0.000
2.000,3.000,63.000,0.000
2.000,4.000,79.000,0.000
2.000,5.000,56.000,0.000
2.000,6.000,27.000,0.000
2.000,7.000,67.000,0.000
2.000,8.000,68.000,0.000
2.000,9.000,2.000,0.000
2.000,10.000,53.000,0.000
2.000,11.000,93.000,0.000
2.000,12.000,63.000,0.000
2.000,13.000,30.000,0.000
2.000,14.000,22.000,0.000
2.000,15.000,46.000,0.000
2.000,16.000,99.000,1.000
2.000,17.000,54.000,0.000
2.000,18.000,59.000,0.000
2.000,19.000,4.000,0.000
2.000,20.000,86.000,0.000
2.000,21.000,55.000,0.000
2.000,22.000,78.000,0.000
2.000,23.000,10.000,0.000
2.000,24.000,25.000,0.000
2.000,25.000,64.000,0.000
2.000,26.000,21.000,0.000
2.000,27.000,87.000,0.000
2.000,28.000,18.000,0.000
2.000,29.000,60.000,0.000
2.000,30.000,61.000,0.000
2.000,31.000,73.000,0.000
2.000,32.000,75.000,0.000
2.000,33.000,9.000,0.000
2.000,34.000,75.000,0.000
2.000,35.000,45.000,0.000
2.000,36.000,44.000,0.000
2.000,37.000,67.000,0.000
2.000,38.000,26.000,0.000
2.000,39.000,24.000,0.000
2.000,40.000,42.000,0.000
2.000,41.000,76.000,0.000
2.000,42.000,69.000,0.000
2.000,43.000,12.000,0.000
2.000,44.000,71.000,0.000
2.000,45.000,72.000,0.000
2.000,46.000,51.000,0.000
2.000,47.000,76.000,0.000
2.000,48.000,2.000,0.000
2.000,49.000,4.000,0.000
2.000,50.000,1.000,0.000
3.000,4.000,56.000,0.000
3.000,5.000,6.000,0.000
3.000,6.000,40.000,0.000
3.000,7.000,30.000,0.000
3.000,8.000,14.000,0.000
3.000,9.000,6.000,0.000
3.000,10.000,76.000,0.000
3.000,11.000,87.000,0.000
3.000,12.000,26.000,0.000
3.000,13.000,70.000,0.000
3.000,14.000,43.000,0.000
3.000,15.000,27.000,0.000
3.000,16.000,73.000,0.000
3.000,17.000,59.000,0.000
3.000,18.000,9.000,0.000
3.000,19.000,55.000,0.000
3.000,20.000,61.000,0.000
3.000,21.000,57.000,0.000
3.000,22.000,80.000,0.000
3.000,23.000,74.000,0.000
3.000,24.000,15.000,0.000
3.000,25.000,36.000,0.000
3.000,26.000,50.000,0.000
3.000,27.000,16.000,0.000
3.000,28.000,45.000,0.000
3.000,29.000,72.000,0.000
3.000,30.000,80.000,0.000
3.000,31.000,67.000,0.000
3.000,32.000,84.000,0.000
3.000,33.000,83.000,0.000
3.000,34.000,19.000,0.000
3.000,35.000,49.000,0.000
3.000,36.000,25.000,0.000
3.000,37.000,85.000,0.000
3.000,38.000,92.000,1.000
3.000,39.000,1.000,0.000
3.000,40.000,77.000,0.000
3.000,41.000,66.000,0.000
3.000,42.000,60.000,0.000
3.000,43.000,9.000,0.000
3.000,44.000,43.000,0.000
3.000,45.000,31.000,0.000
3.000,46.000,18.000,0.000
