81.000,7.000,37.000,94.000,42.000,71.000,44.000,74.000,35.000,19.000,68.000,28.000,55.000,71.000,32.000,5.000,63.000,46.000,69.000,69.000,71.000,27.000,97.000,15.000,20.000,7.000,9.000,57.000,64.000,87.000,58.000,54.000,24.000,55.000,86.000,75.000,81.000,95.000,82.000,89.000,98.000,48.000,32.000,90.000,34.000,26.000,37.000,90.000,18.000,17.000,66.000,100.000,81.000,32.000,20.000,32.000,62.000,25.000,100.000,74.000,10.000,62.000,49.000,52.000,32.000,61.000,71.000,28.000,32.000,16.000,51.000,90.000,29.000,22.000,37.000,71.000,34.000,94.000,65.000,65.000
90.000,42.000,76.000,84.000,26.000,26.000,19.000,61.000,57.000,100.000,7.000,49.000,87.000,52.000,77.000,1.000,67.000,13.000,99.000,85.000,7.000,77.000,71.000,94.000,94.000,27.000,50.000,13.000,30.000,62.000,9.000,1.000,25.000,18.000,88.000,74.000,40.000,98.000,50.000,56.000,53.000,38.000,21.000,21.000,80.000,75.000,93.000,10.000,29.000,91.000,68.000,87.000,52.000,25.000,8.000,20.000,29.000,66.000,93.000,11.000,66.000,91.000,1.000,32.000,99.000,62.000,63.000,11.000,50.000,50.000,42.000,82.000,84.000,21.000,34.000,54.000,60.000,99.000,88.000,56.000
98.000,91.000,62.000,47.000,32.000,12.000,22.000,50.000,26.000,48.000,42.000,8.000,30.000,51.000,67.000,97.000,48.000,83.000,76.000,61.000,42.000,66.000,74.000,6.000,64.000,47.000,64.000,38.000,83.000,14.000,9.000,73.000,93.000,55.000,79.000,49.000,71.000,67.000,92.000,69.000,41.000,48.000,65.000,82.000,11.000,89.000,78.000,88.000,68.000,58.000,35.000,65.000,37.000,27.000,74.000,98.000,9.000,52.000,29.000,68.000,86.000,39.000,60.000,76.000,96.000,66.000,6.000,8.000,94.000,50.000,68.000,94.000,28.000,93.000,54.000,94.000,90.000,58.000,7.000,45.000
35.000,4.000,14.000,82.000,54.000,79.000,96.000,32.000,7.000,21.000,26.000,55.000,10.000,90.000,17.000,28.000,19.000,40.000,100.000,82.000,53.000,46.000,72.000,48.000,56.000,23.000,68.000,52.000,58.000,67.000,55.000,86.000,95.000,75.000,28.000,50.000,44.000,74.000,97.000,38.000,40.000,41.000,96.000,34.000,41.000,10.000,25.000,11.000,33.000,9.000,65.000,87.000,66.000,64.000,43.000,58.000,36.000,93.000,70.000,54.000,59.000,33.000,23.000,33.000,47.000,50.000,40.000,51.000,37.000,62.000,82.000,15.000,14.000,38.000,39.000,49.000,9.000,51.000,12.000,76.000
86.000,53.000,34.000,87.000,47.000,39.000,44.000,33.000,19.000,51.000,56.000,16.000,80.000,9.000,78.000,14.000,86.000,84.000,15.000,53.000,53.000,98.000,19.000,5.000,8.000,59.000,18.000,20.000,13.483,17.000,59.000,66.000,35.000,30.000,60.000,6.000,83.000,67.000,13.000,47.000,37.000,6.000,52.000,97.000,57.000,4.000,63.000,67.000,48.000,61.000,68.000,68.000,59.000,8.000,95.000,6.000,86.000,100.000,4.000,71.000,45.000,68.000,28.000,44.000,98.000,31.000,26.000,100.000,75.000,85.000,97.000,19.000,4.000,9.000,62.000,65.000,69.000,9.000,95.000,29.000
12.000,59.000,3.000,69.000,2.000,8.000,33.000,89.000,94.000,2.000,44.000,8.000,95.000,52.000,21.000,92.000,14.000,45.000,25.000,91.000,92.000,20.000,55.000,22.000,32.000,64.000,16.000,80.000,66.000,15.000,96.000,19.000,48.000,74.000,92.000,6.000,3.000,24.000,37.000,39.000,92.000,72.000,11.000,4.000,46.000,76.000,31.000,32.000,16.000,5.000,76.000,77.000,70.000,82.000,99.000,50.000,31.000,70.000,75.000,11.000,23.000,68.000,26.000,54.000,66.000,59.000,7.000,98.000,17.000,85.000,78.000,50.000,22.164,98.000,82.000,1.000,61.000,56.000,35.000,2.000
32.000,43.000,81.000,89.000,95.000,12.000,36.000,88.000,5.000,48.000,76.000,51.000,46.000,36.000,94.000,15.000,23.000,73.000,40.000,91.000,6.000,52.000,25.000,62.000,39.000,23.000,57.000,41.000,2.000,22.000,17.000,70.000,39.000,95.000,68.000,43.000,69.000,73.000,15.000,22.000,92.000,54.000,5.000,69.000,78.000,24.000,2.000,35.000,16.000,13.000,72.000,20.000,1.000,60.000,48.000,18.000,36.000,51.000,68.000,18.000,98.000,12.000,62.000,6.000,97.000,35.000,54.000,97.000,49.000,66.000,28.000,52.000,76.000,94.000,84.000,57.000,46.000,38.000,12.000,68.000
75.000,13.000,23.000,54.000,64.000,15.000,17.000,1.000,77.000,7.000,35.000,10.000,57.000,84.000,95.000,65.000,15.000,69.000,74.000,34.000,7.000,80.000,49.000,38.000,16.000,79.000,70.000,38.000,59.000,49.000,54.000,53.000,81.000,67.000,35.000,65.000,5.000,45.000,100.000,70.000,89.000,82.000,39.000,42.000,9.000,44.000,62.000,5.000,40.000,9.000,18.000,9.000,60.000,94.000,54.000,28.000,3.000,97.000,12.000,91.000,17.000,69.000,63.000,69.000,37.000,57.000,41.000,84.000,18.000,50.000,7.000,77.000,65.000,76.000,40.000,10.000,86.000,35.000,42.000,87.000
11.000,54.000,76.000,37.000,43.000,16.000,32.000,76.000,37.000,67.000,24.000,84.000,51.000,76.000,28.000,38.000,93.000,13.000,29.000,58.000,77.000,97.000,94.000,98.000,33.000,97.000,3.000,48.000,55.000,65.000,77.000,47.000,2.000,50.000,89.000,88.000,52.000,77.000,100.000,5.000,67.000,99.000,32.000,58.000,38.000,8.000,33.000,21.000,16.000,5.000,44.000,63.000,83.000,31.000,53.000,62.000,91.000,81.000,55.000,7.000,86.000,77.000,43.000,91.000,36.000,57.000,80.000,56.000,78.000,69.000,60.000,14.000,67.000,15.000,26.000,89.000,68.000,39.000,84.000,22.000
67.000,76.000,50.000,44.000,91.000,17.000,70.000,61.000,46.000,91.000,96.000,24.000,23.000,21.000,15.000,86.000,64.000,44.000,74.000,64.000,82.000,42.000,80.000,46.000,42.000,17.000,14.000,54.000,6.000,83.000,58.000,36.000,66.000,93.000,25.000,12.000,22.000,88.000,50.000,29.000,10.000,24.000,78.000,26.000,63.000,51.000,63.000,60.000,52.000,8.000,68.000,25.000,36.000,42.000,4.000,37.000,87.000,90.000,3.000,18.000,60.000,70.000,36.000,43.000,15.000,17.000,94.000,49.000,1.000,84.000,10.000,48.000,38.000,75.000,99.000,77.000,69.000,52.000,81.000,39.000
91.000,22.000,74.000,93.000,20.000,3.000,87.000,18.000,49.000,69.000,69.000,53.000,76.000,68.000,27.000,98.000,45.000,60.000,33.000,66.000,62.000,25.000,67.000,90.000,36.000,4.000,20.000,15.000,47.000,9.000,100.000,72.000,78.000,17.000,57.000,30.000,87.000,50.000,12.000,73.000,48.000,10.000,59.000,54.000,50.000,81.000,59.000,68.000,89.000,59.000,61.000,94.000,65.000,88.000,38.000,94.000,27.000,65.000,63.000,51.000,6.000,62.000,14.000,12.000,92.000,49.000,70.000,53.000,68.000,9.000,38.000,73.000,59.000,49.000,47.000,32.000,54.000,74.000,73.000,53.000
86.000,29.000,38.000,67.000,43.000,82.000,70.000,49.000,3.000,92.000,14.000,55.000,41.000,68.000,23.000,78.000,15.000,92.000,6.000,72.000,63.000,17.000,89.000,63.000,5.000,97.000,88.000,48.000,38.000,66.000,72.000,44.000,24.000,40.000,80.000,33.000,52.000,44.000,11.000,79.000,37.000,35.000,43.000,45.000,38.000,27.000,94.000,75.000,92.000,6.000,62.000,22.000,58.000,83.000,80.000,80.000,9.000,73.000,65.000,24.000,97.000,32.000,5.000,13.000,38.000,20.000,50.000,70.000,35.000,64.000,82.000,68.000,53.000,64.000,19.000,41.000,27.000,68.000,60.000,21.000
7.000,40.000,10.000,63.000,6.000,29.000,68.000,5.000,42.000,92.000,77.000,11.000,73.000,86.000,5.000,77.000,94.000,72.000,67.000,5.000,12.000,71.000,86.000,43.000,85.000,67.000,11.000,69.000,47.000,71.000,70.000,41.000,16.000,67.000,76.000,5.000,66.000,89.000,20.000,70.000,61.000,98.000,50.000,57.000,19.000,24.000,27.000,87.000,16.000,21.000,81.000,24.000,42.000,32.000,15.000,83.000,17.000,75.000,95.000,66.000,70.000,58.000,30.000,13.000,55.000,35.000,93.000,46.000,89.000,85.000,16.000,65.000,74.000,70.000,75.000,50.000,6.000,6.000,58.000,55.000
10.000,46.000,68.000,38.000,91.000,85.000,96.000,7.000,77.000,58.000,29.000,95.000,44.000,46.000,67.000,75.000,21.000,92.000,3.000,69.000,98.000,100.000,37.000,27.000,19.000,80.000,5.000,32.000,3.000,84.000,61.000,65.000,34.000,52.000,51.000,5.000,67.000,54.000,66.000,47.000,64.000,81.000,77.000,52.000,78.000,84.000,49.000,32.000,81.000,92.000,99.000,49.000,55.000,85.000,91.000,92.000,71.000,77.000,63.000,95.000,93.000,62.000,83.000,51.000,70.000,54.000,79.000,19.000,22.000,7.000,18.000,52.000,26.000,7.000,86.000,98.000,92.000,93.000,38.000,50.000
20.000,79.000,58.000,29.000,84.000,94.000,68.000,23.000,27.000,44.000,14.000,3.000,35.000,2.000,91.000,87.000,93.000,54.000,99.000,44.000,15.000,67.000,59.000,94.000,83.000,35.000,17.000,69.000,36.000,61.000,37.000,30.000,57.000,20.000,17.000,75.000,63.000,83.000,4.000,57.000,36.000,27.000,12.000,55.000,44.000,52.000,89.000,17.000,60.000,14.000,72.000,64.000,63.000,92.000,50.000,12.000,47.000,36.000,14.000,63.000,71.000,54.000,11.000,91.000,5.000,26.000,19.000,80.000,69.000,62.000,99.000,87.000,52.000,72.000,18.000,100.000,19.000,41.000,76.000,23.000
14.000,81.000,17.000,2.000,27.000,84.000,41.000,66.000,41.000,98.000,91.000,39.000,19.000,65.000,17.000,74.000,50.000,93.000,89.000,72.000,18.000,77.000,47.000,94.000,33.000,12.000,29.000,17.000,65.000,46.000,13.000,91.000,31.000,61.000,18.000,48.000,8.000,24.000,45.000,42.000,21.000,39.000,49.000,25.000,52.000,49.000,29.000,62.000,94.000,41.000,29.000,10.000,99.000,56.000,31.000,58.000,7.000,92.000,53.000,56.000,82.000,67.000,19.000,85.000,46.000,71.000,42.000,17.000,73.000,46.000,52.000,58.000,91.000,61.000,15.000,90.000,65.000,5.000,89.000,84.000
27.000,90.000,33.000,74.000,48.000,64.000,19.000,45.000,83.000,78.000,82.000,44.000,75.000,37.000,45.000,25.000,35.000,75.000,50.000,59.000,87.000,23.000,73.000,8.000,24.000,84.000,81.000,14.000,59.000,18.000,39.000,71.000,94.000,12.000,94.000,29.000,14.000,62.000,68.000,39.000,28.000,45.000,43.000,94.000,30.000,10.000,86.000,53.000,47.000,61.000,66.000,43.000,86.000,19.000,10.000,94.000,24.000,74.000,84.000,13.000,92.000,61.000,60.000,44.000,67.000,41.000,49.000,53.000,22.000,24.000,40.000,44.000,79.000,58.000,37.000,35.000,38.000,74.000,26.000,22.000
8.000,39.000,23.000,10.000,46.000,71.000,69.000,19.000,49.000,12.000,56.000,96.000,44.000,88.000,33.000,67.000,60.000,75.000,85.000,74.000,79.000,19.000,18.000,26.000,36.000,57.000,84.000,11.000,62.000,77.000,27.000,47.000,75.000,95.000,77.000,64.000,97.000,83.000,99.000,73.000,75.000,78.000,48.000,29.000,77.000,43.000,69.000,9.000,79.000,10.000,98.000,66.000,57.000,90.000,50.000,79.000,84.000,49.000,64.000,12.000,20.000,95.000,47.000,73.000,37.000,41.000,93.000,88.000,14.000,87.000,65.000,33.000,11.000,76.000,74.000,47.000,16.000,57.000,18.000,60.000
51.000,84.000,94.000,60.000,32.000,71.000,68.000,19.000,45.000,39.000,74.000,67.000,44.000,83.000,6.000,83.000,4.000,73.000,78.000,64.000,82.000,16.000,24.000,81.000,3.000,92.000,70.000,63.000,68.000,31.000,68.000,18.000,17.000,76.000,3.000,35.000,91.000,88.000,27.000,68.000,6.000,25.000,21.000,43.000,21.000,75.000,19.000,88.000,39.000,13.000,90.000,90.000,28.000,47.000,80.000,89.000,20.000,43.000,31.000,65.000,55.000,13.000,79.000,22.000,38.000,18.000,42.000,23.000,56.000,1.000,57.000,50.000,54.000,21.000,64.000,72.000,66.000,50.000,56.000,48.000
53.000,23.000,84.000,48.000,7.000,22.000,52.000,15.000,67.000,39.000,55.000,22.000,22.000,85.000,63.000,61.000,59.000,66.000,45.000,27.000,91.000,60.000,48.000,1.000,67.000,90.000,14.000,56.000,69.000,53.000,25.000,97.000,33.000,91.000,23.000,78.000,27.000,85.000,50.000,90.000,72.000,65.000,54.000,73.000,4.000,15.000,92.000,51.000,15.000,75.000,100.000,88.000,32.000,76.000,3.000,31.000,20.000,75.000,25.000,5.000,53.000,48.000,54.000,55.000,23.000,55.000,84.000,65.000,98.000,20.000,24.000,63.000,32.000,90.000,85.000,98.000,15.000,92.000,31.000,46.000
57.000,41.000,41.000,47.000,52.000,90.000,8.000,50.000,19.000,94.000,26.000,8.000,24.000,47.000,78.000,45.000,64.000,9.000,65.000,10.000,53.000,54.000,5.000,33.000,74.000,37.000,83.000,4.000,20.000,46.000,3.000,65.000,47.000,35.000,46.000,100.000,15.000,14.000,79.000,1.000,5.000,95.000,12.000,7.000,86.000,38.000,86.000,39.000,38.000,37.000,89.000,44.000,49.000,62.000,79.000,74.000,22.000,31.000,35.000,52.000,79.000,38.000,56.000,33.000,72.000,85.000,16.000,71.000,61.000,40.000,99.000,26.000,45.000,71.000,23.000,59.000,68.000,45.000,79.000,49.000
21.000,30.000,40.000,64.000,17.000,78.000,37.000,78.000,9.000,20.000,32.000,51.000,28.000,75.000,89.000,81.000,41.000,41.000,27.000,35.000,89.000,100.000,2.000,28.000,99.000,8.000,96.000,6.000,42.000,52.000,6.000,56.000,29.000,19.000,10.000,3.000,61.000,85.000,74.000,76.000,39.000,85.000,61.000,95.000,90.000,63.000,3.000,72.000,62.000,30.000,75.000,87.000,23.000,57.000,56.000,51.000,24.000,63.000,81.000,79.000,45.000,83.000,83.000,54.000,96.000,74.000,45.000,63.000,93.000,63.000,41.000,45.000,21.000,96.000,14.000,74.000,15.000,21.000,91.000,12.000
36.000,84.000,65.000,4.000,49.000,53.000,95.000,95.000,59.000,91.000,27.000,66.000,68.000,57.000,22.000,58.000,57.000,22.000,50.000,61.000,60.000,69.000,3.000,71.000,81.000,25.000,59.000,77.000,54.000,15.000,46.000,85.000,9.000,33.000,45.000,86.000,46.000,41.000,92.000,6.000,82.000,86.000,17.000,16.000,90.000,93.000,96.000,5.000,94.000,9.000,70.000,90.000,32.000,63.000,51.000,35.000,77.000,64.000,32.000,14.000,88.000,72.000,65.000,51.000,78.000,100.000,71.000,16.000,7.000,73.000,94.000,54.000,9.000,55.000,85.000,60.000,11.000,42.000,33.000,44.000
