1.000,70.000,15.000,35.000,87.000,24.000,62.000,22.000,54.000,43.000,58.000,48.000,10.000,73.000,87.000,27.000,47.000,77.000,96.000,49.000,61.000,18.000,52.000,73.000,34.000,40.000,42.000,52.000,78.000,97.000,10.000,51.000,80.000,15.000,52.000,56.000,31.000,60.000,98.000,54.000
4.000,81.000,57.000,50.000,30.000,28.000,31.000,19.000,65.000,65.000,33.000,73.000,42.000,35.000,3.000,39.000,83.000,79.000,4.000,12.000,63.000,92.000,25.000,32.000,22.000,2.000,62.000,7.000,100.000,73.000,71.000,36.000,34.000,27.000,60.000,11.854,42.000,3.000,55.000,37.171
68.000,46.000,36.000,80.000,9.000,13.000,69.000,60.000,34.000,46.000,79.000,13.000,45.000,2.000,31.000,71.000,6.000,62.000,91.000,27.000,94.000,33.000,83.000,53.000,75.000,29.000,61.000,19.000,24.000,99.000,66.000,32.000,19.000,15.000,76.000,53.000,55.000,96.000,9.000,46.000
51.000,88.000,20.000,49.000,82.000,2.000,38.000,67.000,73.000,59.000,72.000,96.000,53.000,26.000,31.000,17.000,98.000,97.000,18.000,6.000,41.000,88.000,16.000,74.000,21.000,65.000,86.000,65.000,16.000,45.000,18.000,78.000,20.000,47.000,29.000,80.000,10.000,63.000,49.000,78.000
25.000,99.000,95.000,77.000,83.000,94.000,93.000,94.000,10.000,91.000,44.000,16.000,39.000,90.000,62.000,93.000,4.000,9.000,75.000,62.000,35.000,42.000,34.000,37.000,9.000,10.000,74.000,78.000,50.000,3.000,86.000,98.000,47.000,83.000,19.000,55.000,64.000,16.000,58.000,90.000
18.000,3.000,69.000,3.000,70.000,53.000,14.000,57.000,79.000,3.000,87.000,80.000,47.000,33.000,18.000,12.000,49.000,74.000,89.000,17.000,47.000,2.000,80.000,43.000,8.000,52.000,98.000,67.000,27.000,56.000,75.000,25.000,9.000,33.000,66.000,24.000,56.000,91.000,19.000,73.000
59.000,34.000,16.000,51.000,42.000,70.000,86.000,80.000,40.000,80.000,62.000,95.000,80.000,83.000,50.000,66.000,86.000,81.000,14.000,37.000,63.000,89.000,74.000,37.000,29.000,72.000,2.000,43.000,37.000,45.000,97.000,32.000,24.000,77.000,3.000,79.000,88.000,71.000,83.000,42.000
50.000,27.000,93.000,67.000,75.000,92.000,41.000,26.000,48.000,67.000,36.000,10.000,25.000,17.000,37.000,70.000,49.000,76.000,28.000,57.000,25.000,72.000,23.000,53.000,43.000,16.000,34.000,59.000,85.000,22.000,4.000,90.000,8.000,69.000,74.000,76.000,10.000,32.000,75.000,97.000
56.000,66.000,66.000,1.000,78.000,94.000,56.000,33.000,8.000,41.000,92.000,22.000,61.000,12.000,50.000,23.000,85.000,64.000,52.000,37.000,62.000,29.000,11.000,71.000,72.000,75.000,1.000,31.000,87.000,73.000,41.000,38.000,78.000,34.000,54.000,5.000,61.000,19.000,35.000,99.000
57.000,50.000,78.000,14.000,25.000,72.000,55.000,20.000,1.000,37.000,99.000,87.000,21.000,6.000,71.000,99.000,24.000,31.000,73.000,2.000,93.000,85.000,63.000,97.000,60.000,94.000,83.000,97.000,79.000,91.000,43.000,54.000,74.000,10.000,69.000,66.000,68.000,53.000,5.000,40.000
17.052,7.000,14.000,12.000,3.000,13.000,50.000,2.000,14.000,78.000,22.000,54.000,40.000,3.000,58.000,85.000,6.000,87.000,18.000,-10.890,76.000,73.000,25.000,30.000,24.000,58.000,86.000,90.000,74.000,41.000,24.000,62.000,2.000,47.000,100.000,83.000,2.000,31.000,32.000,67.000
6.000,9.000,61.000,75.000,92.000,37.000,57.000,24.000,79.000,37.000,89.000,70.000,27.000,24.000,52.000,18.000,17.000,43.000,18.000,25.000,25.000,69.000,12.000,53.000,48.000,19.000,63.000,40.000,73.000,68.000,67.000,48.000,79.000,31.000,11.000,44.000,90.000,59.000,55.000,59.000
7.000,29.000,52.000,96.000,99.000,59.000,59.000,94.000,78.000,40.000,18.000,77.000,47.000,66.000,93.000,47.000,61.000,57.000,34.000,54.000,39.000,98.000,15.000,13.000,77.000,68.000,63.000,36.000,68.000,28.000,37.000,51.000,50.000,96.000,85.000,51.000,23.000,54.000,17.000,2.000
78.000,80.000,84.000,51.000,13.000,76.000,31.000,1.000,81.000,47.000,87.000,37.000,36.000,81.000,67.000,69.000,50.000,60.000,76.000,12.000,79.000,19.000,99.000,96.000,97.000,57.000,85.000,90.000,100.000,68.000,55.000,90.000,38.000,34.000,77.000,61.000,100.000,15.000,59.000,13.000
68.000,34.000,99.000,30.000,94.000,88.000,48.000,62.000,45.000,57.000,54.000,64.000,3.000,21.000,94.000,21.000,83.000,97.000,21.000,72.000,9.000,28.000,83.000,69.000,38.000,84.000,32.000,39.000,3.000,55.000,97.000,87.000,49.000,39.000,51.000,88.000,76.000,98.000,100.000,70.000
29.000,88.000,16.000,41.000,12.000,86.000,22.000,44.000,18.000,78.000,43.000,59.000,36.000,99.000,39.000,38.000,22.000,19.000,33.000,34.000,73.000,97.000,60.000,29.000,8.000,45.000,59.000,1.000,9.000,15.000,71.000,30.000,7.000,31.000,89.000,77.000,95.000,68.000,34.000,55.000
2.000,46.000,83.000,35.000,62.000,1.000,31.000,96.000,39.000,91.000,80.000,47.000,14.000,44.000,92.000,4.000,38.000,52.000,74.000,65.000,55.000,95.000,76.000,86.000,63.000,58.000,14.000,97.000,100.000,57.000,2.000,21.000,92.000,31.000,70.000,27.000,48.000,58.000,75.000,38.000
15.000,44.000,31.000,2.000,14.000,56.000,46.000,6.000,1.000,52.000,49.000,3.000,65.000,43.000,21.000,31.000,69.000,18.000,23.000,12.000,20.000,50.000,57.000,44.000,65.000,91.000,12.000,80.000,87.000,9.000,52.000,45.000,89.000,53.000,44.000,96.000,74.000,12.000,8.000,45.000
28.000,55.000,73.000,93.000,15.000,23.000,12.000,17.000,22.000,60.000,14.000,45.000,84.000,13.000,76.000,96.000,64.000,79.000,11.000,100.000,6.000,3.000,86.000,44.000,61.000,27.000,92.000,95.000,80.000,48.000,82.000,100.000,62.000,66.000,23.000,72.000,44.000,29.000,21.000,2.000
