4.000,75.000,66.000,75.000,12.000,74.000,64.000,49.000,36.000,63.000,67.000,79.000,84.000,68.000,61.000,1.000,43.000,46.000,57.000,33.000,51.000,92.000,29.000,45.000,60.000,49.000,42.000,34.000,62.000,79.000,82.000,15.000,9.000,51.000,35.000,44.000,53.000,66.000,57.000,72.000,87.000,2.000,96.000,39.000,75.000,37.000,37.000,38.000,42.000,91.000,81.000,48.000,98.000,73.000,25.000,44.000,97.000,67.000,46.000,11.000
87.000,16.000,34.000,45.000,65.000,15.000,37.000,84.000,73.000,65.000,17.000,92.000,76.000,63.000,31.000,1.000,95.000,1.000,31.000,18.000,6.000,51.000,33.000,26.000,51.000,94.000,51.000,48.000,24.000,87.000,49.000,22.000,90.000,94.000,78.000,13.000,52.000,58.000,3.000,83.000,71.000,67.000,39.000,89.000,49.000,67.000,91.000,71.000,77.000,71.000,44.000,62.000,26.000,45.000,39.000,31.000,92.000,84.000,97.000,26.000
53.000,76.000,95.000,15.000,99.000,82.000,73.000,70.000,67.000,72.000,86.000,93.000,53.000,9.000,56.000,41.000,4.000,86.000,16.000,82.000,70.000,77.000,3.000,52.000,28.000,97.000,42.000,32.000,37.000,97.000,27.000,96.000,44.000,60.000,98.000,93.000,70.000,97.000,27.000,60.000,53.000,96.000,22.000,70.000,96.000,25.000,35.000,18.000,81.000,6.000,79.000,80.000,11.000,61.000,56.000,29.000,77.000,30.000,39.000,50.000
82.000,2.000,82.000,97.000,36.000,13.000,74.000,63.000,23.000,4.000,26.000,53.000,30.000,61.000,42.000,94.000,18.000,58.000,40.000,27.000,49.000,42.000,70.000,16.000,10.000,5.000,13.000,82.000,75.000,83.000,63.000,71.000,58.000,18.000,13.000,17.000,9.000,73.000,39.000,96.000,78.000,79.000,76.000,51.000,90.000,74.000,54.000,83.000,72.000,58.000,33.000,53.000,44.000,1.000,64.000,6.000,68.000,83.000,25.000,56.000
40.000,24.000,5.000,83.000,44.000,23.000,3.000,43.000,94.000,84.000,4.000,48.000,19.000,18.000,85.000,70.000,45.000,64.000,61.000,50.000,77.000,29.000,71.000,95.000,48.000,7.000,50.000,22.000,45.000,60.000,51.000,6.000,10.000,95.000,86.000,67.000,36.000,42.000,63.000,52.000,27.000,68.000,91.000,79.000,23.000,52.000,4.000,64.000,53.000,11.000,79.000,3.000,12.000,94.000,68.000,15.000,65.000,51.000,36.000,91.000
16.000,66.000,49.000,93.000,93.000,83.000,28.000,71.000,74.000,7.000,69.000,26.000,69.000,88.000,91.000,19.000,23.000,37.000,77.000,17.000,25.000,91.000,38.000,68.000,97.000,20.000,72.000,93.000,7.000,40.000,58.000,21.000,67.000,14.000,71.000,23.000,78.000,36.000,11.000,40.000,74.000,2.000,63.000,99.000,86.000,72.000,86.000,98.000,74.000,91.000,68.000,36.000,30.000,56.000,53.000,18.000,75.000,40.000,90.000,3.000
15.000,51.000,11.000,11.000,57.000,8.000,50.000,65.000,20.000,20.000,85.000,49.000,55.000,35.000,97.000,6.000,82.000,2.000,54.000,81.000,78.000,15.000,55.000,68.000,88.000,96.000,63.000,97.000,73.000,6.000,38.000,36.000,13.000,14.000,9.000,65.000,79.000,50.000,42.000,37.000,78.000,26.000,39.000,24.000,96.000,10.000,94.000,93.000,93.000,18.000,13.000,47.000,70.000,56.000,29.000,56.000,60.000,12.000,26.000,36.000
76.000,16.000,86.000,47.000,99.000,89.000,15.000,14.000,19.000,5.000,70.000,19.000,3.000,27.000,79.000,43.000,14.000,71.000,34.000,74.000,56.000,50.000,53.000,75.000,64.000,17.000,66.000,48.000,51.000,19.000,21.000,73.000,54.000,62.000,52.000,9.000,62.000,29.000,20.000,40.000,34.000,43.000,79.000,34.000,9.000,61.000,75.000,91.000,87.000,66.000,4.000,35.000,57.000,9.000,31.000,58.000,8.000,62.000,41.000,49.000
47.000,81.000,18.000,50.000,34.000,42.000,100.000,7.000,46.000,87.000,98.000,90.000,3.000,21.000,24.000,18.000,34.000,57.000,14.000,10.000,47.000,76.000,96.000,41.000,79.000,49.000,43.000,92.000,89.000,18.000,92.000,64.000,28.000,35.000,87.000,3.000,87.000,1.000,42.000,41.000,45.000,84.000,38.000,3.000,70.000,65.000,60.000,94.000,11.000,100.000,78.000,58.000,81.000,77.000,96.000,35.000,5.000,99.000,35.000,86.000
66.000,6.000,57.000,88.000,68.000,2.000,15.000,60.000,89.000,93.000,49.000,2.000,55.000,83.000,10.000,68.000,81.000,42.000,16.000,52.000,63.000,48.000,99.000,3.000,40.000,1.000,79.000,60.000,56.000,86.000,23.000,64.000,65.000,15.000,40.000,83.000,56.000,81.000,70.000,73.000,63.000,68.000,31.000,61.000,79.000,69.000,14.000,17.000,100.000,48.000,88.000,22.000,59.000,67.000,56.000,93.000,15.000,94.000,38.000,68.000
