63.000,85.000,91.000,13.000,8.000,55.000,85.000,6.000,80.000,2.000,30.000,22.000,99.000,10.000,73.000,81.000,35.000,97.000,79.000,47.000
42.000,2.000,39.000,5.000,85.000,7.000,18.000,99.000,35.000,54.000,95.000,4.000,18.000,17.000,78.000,4.000,50.000,75.000,77.000,31.000
20.000,51.000,3.000,43.000,59.000,8.000,69.000,88.000,5.000,8.000,38.000,19.000,7.000,33.000,87.000,60.000,43.000,51.000,36.000,13.000
54.000,40.000,60.000,35.000,20.000,1.000,14.000,54.000,16.000,43.000,93.000,83.000,99.000,86.000,21.000,33.000,85.000,7.000,80.000,72.000
36.000,41.000,7.000,84.000,30.000,90.000,31.000,41.000,86.000,48.000,51.000,69.000,28.000,83.000,100.000,76.000,94.000,72.000,65.000,93.000
77.000,16.000,85.000,99.000,49.000,94.000,54.000,70.000,69.000,97.000,72.000,75.000,29.000,88.000,13.000,40.000,78.000,84.000,51.000,100.000
67.000,10.000,70.000,61.000,44.750,8.000,94.000,23.000,10.000,55.000,44.000,53.000,90.000,8.000,8.000,20.000,65.000,33.000,11.000,57.000
43.000,72.000,66.000,95.000,56.000,10.000,43.000,31.000,73.000,20.000,16.000,23.000,21.000,40.000,1.000,65.000,56.000,92.000,54.000,16.000
19.000,100.000,80.000,41.000,23.000,40.000,47.000,-7.000,81.000,9.000,90.000,88.000,11.000,8.000,44.000,89.000,58.000,98.000,58.000,32.000
81.000,48.000,63.000,22.000,5.000,10.000,61.000,64.000,42.000,70.000,22.000,8.000,24.000,16.000,72.000,100.000,40.000,3.000,63.000,18.000
59.000,54.000,35.000,72.000,36.000,55.000,47.000,2.000,14.000,70.000,40.000,23.000,12.000,44.000,30.000,64.000,9.000,9.000,81.000,75.000
39.000,99.000,61.000,37.000,77.000,72.000,52.000,11.000,11.000,21.000,71.000,69.000,85.000,62.000,79.000,63.000,12.000,24.000,32.000,32.000
93.000,6.000,70.000,51.000,52.000,46.000,84.000,48.000,73.000,41.000,12.000,22.000,52.000,71.000,5.000,22.750,83.000,48.000,38.000,43.000
57.000,48.000,20.000,85.000,58.000,38.000,10.000,38.000,8.000,20.000,95.000,81.000,13.000,97.000,61.000,68.000,25.000,94.000,54.000,1.000
98.000,89.000,60.000,9.000,65.000,8.000,30.000,63.000,3.000,16.000,73.000,54.000,20.000,92.000,27.750,36.000,16.000,38.000,74.000,3.000
57.000,22.000,92.000,52.000,16.000,84.000,76.000,35.000,63.000,62.000,61.000,60.000,3.000,39.000,95.000,66.000,94.000,89.000,71.000,45.000
82.000,86.000,19.000,36.000,57.000,19.000,47.000,19.000,60.000,79.000,66.000,7.000,69.000,67.000,6.000,77.000,4.000,90.000,71.000,9.000
34.000,14.000,24.000,98.000,98.000,81.000,93.000,69.000,65.000,50.000,100.000,73.000,38.000,8.000,74.000,52.000,53.000,82.000,84.000,95.000
49.000,19.000,18.000,60.000,98.000,93.000,56.000,29.000,23.000,77.000,22.000,45.000,36.000,43.000,81.000,4.000,24.000,91.000,85.000,84.000
16.000,31.000,74.000,61.000,60.000,92.000,51.000,80.000,81.000,66.000,60.000,30.000,97.000,93.000,66.000,18.000,18.000,33.000,64.000,29.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
130.000,190.000,198.000,186.000,150.000,188.000,171.000,196.000,126.000,193.000,176.000,166.000,122.000,182.000,143.000,139.000,148.000,127.000,159.000,197.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59.750
