1.000,0.081,0.694,1.484
2.000,0.072,0.417,1.433
3.000,0.032,0.306,1.471
4.000,0.054,0.361,1.458
5.000,0.036,0.250,1.457
6.000,0.026,0.167,1.389
7.000,0.044,0.222,1.425
8.000,0.050,0.278,1.398
9.000,0.044,0.333,1.394
10.000,0.035,0.083,1.400
11.000,0.075,0.583,1.429
12.000,0.082,0.556,1.432
13.000,0.058,0.333,1.450
14.000,0.067,0.667,1.360
15.000,0.049,0.333,1.438
16.000,0.025,0.111,1.343
17.000,0.082,0.750,1.398
18.000,0.060,0.500,1.461
19.000,0.034,0.194,1.437
20.000,0.089,0.694,1.403
21.000,0.070,0.583,1.502
22.000,0.027,0.222,1.451
23.000,0.022,0.194,1.447
24.000,0.099,0.694,1.493
25.000,0.038,0.222,1.359
26.000,0.069,0.472,1.411
27.000,0.053,0.444,1.480
28.000,0.091,0.694,1.344
29.000,0.071,0.611,1.427
30.000,0.097,0.750,1.384
31.000,0.141,1.028,1.432
32.000,0.052,0.306,1.424
33.000,0.081,0.556,1.492
34.000,0.045,0.222,1.411
35.000,0.063,0.611,1.432
36.000,0.075,0.556,1.379
37.000,0.094,0.778,1.448
38.000,0.029,0.250,1.409
39.000,0.109,0.917,1.486
40.000,0.080,0.611,1.369
41.000,0.058,0.444,1.352
42.000,0.082,0.556,1.496
43.000,0.057,0.417,1.425
44.000,0.065,0.500,1.500
45.000,0.078,0.583,1.399
46.000,0.052,0.361,1.367
47.000,0.048,0.278,1.490
48.000,0.066,0.639,1.458
49.000,0.078,0.472,1.453
50.000,0.106,0.722,1.436
51.000,0.049,0.444,1.395
52.000,0.036,0.306,1.417
53.000,0.093,0.722,1.351
54.000,0.115,0.833,1.388
55.000,0.035,0.278,1.432
56.000,0.047,0.389,1.453
57.000,0.081,0.528,1.350
58.000,0.039,0.278,1.433
59.000,0.080,0.583,1.432
60.000,0.054,0.306,1.464
61.000,0.105,0.750,1.402
62.000,0.028,0.111,1.486
63.000,0.098,0.750,1.459
64.000,0.012,0.167,1.449
65.000,0.082,0.389,1.449
66.000,0.058,0.472,1.451
67.000,0.096,0.611,1.478
68.000,0.036,0.222,1.419
69.000,0.046,0.333,1.394
70.000,0.068,0.472,1.400
71.000,0.048,0.500,1.472
72.000,0.071,0.417,1.508
73.000,0.071,0.500,1.355
74.000,0.028,0.194,1.435
75.000,0.048,0.333,1.357
76.000,0.063,0.472,1.418
77.000,0.028,0.194,1.441
78.000,0.041,0.306,1.445
79.000,0.040,0.333,1.403
80.000,0.059,0.444,1.457
81.000,0.046,0.222,1.402
82.000,0.072,0.500,1.471
83.000,0.097,0.750,1.463
84.000,0.038,0.389,1.425
85.000,0.040,0.333,1.417
86.000,0.076,0.639,1.452
87.000,0.087,0.750,1.367
88.000,0.036,0.250,1.384
89.000,0.093,0.611,1.396
90.000,0.074,0.528,1.321
91.000,0.053,0.361,1.358
92.000,0.038,0.194,1.491
93.000,0.076,0.556,1.485
94.000,0.040,0.361,1.443
95.000,0.046,0.306,1.440
96.000,0.072,0.389,1.496
97.000,0.098,0.611,1.411
98.000,0.118,0.833,1.474
99.000,0.032,0.389,1.456
100.000,0.050,0.417,1.416
