1.000,0.569,2.250,0.033
2.000,0.000,0.000,0.024
3.000,0.000,0.000,0.028
4.000,0.047,0.250,0.024
5.000,0.180,1.000,0.026
6.000,0.000,0.000,0.023
7.000,0.189,1.750,0.024
8.000,0.284,1.750,0.025
9.000,0.757,4.000,0.026
10.000,0.000,0.000,0.024
11.000,0.127,0.500,0.025
12.000,0.151,1.500,0.025
13.000,0.166,1.750,0.033
14.000,0.657,2.750,0.031
15.000,0.226,0.750,0.025
16.000,0.000,0.000,0.024
17.000,0.000,0.000,0.023
18.000,0.048,0.250,0.025
19.000,0.558,3.000,0.026
20.000,0.272,1.500,0.024
21.000,0.270,0.750,0.024
22.000,0.387,2.250,0.024
23.000,0.000,0.000,0.023
24.000,0.466,3.000,0.024
25.000,0.448,3.750,0.025
26.000,0.104,0.250,0.024
27.000,0.137,0.750,0.029
28.000,0.342,2.000,0.029
29.000,0.000,0.000,0.027
30.000,0.207,0.750,0.027
31.000,0.257,1.250,0.025
32.000,0.176,1.250,0.024
33.000,0.506,2.500,0.026
34.000,0.459,1.500,0.025
35.000,0.713,2.750,0.026
36.000,0.375,3.500,0.027
37.000,0.307,1.500,0.025
38.000,0.335,2.000,0.025
39.000,0.002,0.250,0.025
40.000,0.150,1.000,0.026
41.000,0.000,0.000,0.025
42.000,0.342,2.250,0.026
43.000,0.000,0.000,0.024
44.000,0.642,1.750,0.025
45.000,0.182,1.500,0.025
46.000,0.025,0.250,0.023
47.000,0.069,0.250,0.025
48.000,0.031,0.250,0.024
49.000,0.091,1.000,0.024
50.000,0.439,2.250,0.025
51.000,0.339,1.000,0.024
52.000,0.585,2.000,0.025
53.000,0.389,1.500,0.025
54.000,0.387,2.000,0.024
55.000,0.350,2.000,0.024
56.000,0.222,1.000,0.025
57.000,0.328,1.750,0.026
58.000,0.203,1.250,0.025
59.000,0.481,2.000,0.025
60.000,0.379,1.500,0.026
61.000,0.395,3.000,0.025
62.000,0.659,2.250,0.025
63.000,0.030,0.500,0.024
64.000,0.010,0.250,0.024
65.000,0.054,0.500,0.023
66.000,0.173,1.000,0.024
67.000,0.521,2.750,0.025
68.000,0.270,1.250,0.027
69.000,0.069,0.750,0.024
70.000,0.283,1.500,0.029
71.000,0.139,1.500,0.024
72.000,0.275,1.500,0.026
73.000,0.290,1.250,0.024
74.000,0.485,2.500,0.025
75.000,0.000,0.000,0.024
76.000,0.408,2.250,0.026
77.000,0.779,3.750,0.026
78.000,0.623,4.000,0.024
79.000,0.151,0.750,0.025
80.000,0.000,0.000,0.025
81.000,0.478,2.500,0.025
82.000,0.213,1.250,0.024
83.000,0.552,3.250,0.025
84.000,0.061,0.750,0.024
85.000,0.896,2.750,0.025
86.000,0.376,1.750,0.031
87.000,0.105,1.750,0.025
88.000,0.225,0.750,0.025
89.000,0.078,1.000,0.024
90.000,0.294,1.750,0.025
91.000,0.231,2.000,0.026
92.000,0.000,0.000,0.025
93.000,0.213,1.500,0.025
94.000,0.593,2.000,0.025
95.000,0.247,0.750,0.025
96.000,0.117,1.250,0.026
97.000,0.252,1.750,0.025
98.000,0.332,1.500,0.024
99.000,0.241,1.250,0.024
100.000,0.000,0.000,0.024
