13.000,25.000,91.000,98.000,51.000,96.000,86.000,63.000,32.000,74.000,50.000,18.000,81.000,86.000,55.000,38.000,43.000,20.000,54.000,98.000,41.000,98.000,85.000,88.000,93.000,14.000,19.000,43.000,85.000,96.000,29.000,29.000,90.000,54.000,47.000,96.000,16.000,92.000,49.000,69.000
36.000,14.000,1.000,36.000,71.000,1.000,32.000,31.000,49.000,59.000,7.000,71.000,24.000,18.000,71.000,38.000,11.000,56.000,17.000,92.000,61.000,53.000,73.000,13.000,55.000,48.000,91.000,18.000,100.000,89.000,63.000,65.000,6.000,99.000,72.000,63.000,81.000,23.000,42.000,29.000
32.000,19.000,74.000,3.000,14.000,93.000,58.000,50.000,52.000,12.000,49.000,59.000,75.000,96.000,87.000,9.000,86.000,75.000,46.000,98.000,89.000,63.000,24.000,14.000,97.000,77.000,92.000,56.000,95.000,85.000,39.000,82.000,33.000,88.000,31.000,46.000,59.000,69.000,60.000,30.000
62.000,81.000,24.000,48.000,27.000,53.000,4.000,69.000,30.000,69.000,32.000,57.000,21.000,2.000,18.000,97.000,41.000,59.000,94.000,8.000,58.000,75.000,67.000,62.000,92.000,66.000,68.000,23.000,56.000,4.000,18.000,35.000,27.000,31.000,53.000,89.000,48.000,12.000,76.000,88.000
19.000,90.000,80.000,45.000,30.000,79.000,65.000,25.000,45.000,48.000,68.000,63.000,4.000,80.000,54.000,69.000,46.000,81.000,63.000,89.000,20.000,64.000,68.000,25.000,41.000,17.000,76.000,8.000,55.000,84.000,80.000,73.000,91.000,13.000,6.000,59.000,86.000,8.000,5.000,80.000
69.000,87.000,98.000,1.000,6.000,87.000,28.000,15.000,1.000,43.000,74.000,61.000,15.000,13.000,69.000,25.000,34.000,55.000,82.000,58.000,78.000,73.000,8.000,44.000,4.000,93.000,36.000,51.000,70.000,45.000,68.000,53.000,78.000,35.000,61.000,98.000,55.000,64.000,24.000,52.000
84.000,33.000,88.000,41.000,47.000,83.000,5.000,73.000,44.000,34.000,8.000,5.000,55.000,93.000,74.000,89.000,61.000,50.000,8.000,36.000,86.000,37.000,2.000,85.000,64.000,44.000,5.000,31.000,92.000,68.000,64.000,67.000,10.000,63.000,1.000,28.000,10.000,65.000,33.000,71.000
28.000,29.000,57.000,13.000,87.000,82.000,68.000,98.000,99.000,56.000,44.000,66.000,17.000,71.000,56.000,39.000,33.000,27.000,44.000,11.000,76.000,37.000,61.000,52.000,95.000,48.000,67.000,54.000,95.000,62.000,15.000,81.000,4.000,34.000,90.000,25.000,69.000,59.000,25.000,6.000
26.000,29.000,64.000,11.000,49.000,70.000,65.000,19.000,63.000,33.000,14.000,37.000,84.000,99.000,48.000,6.000,43.000,14.000,35.000,93.000,1.000,51.000,72.000,99.000,86.000,78.000,34.000,13.000,96.000,55.000,51.000,66.000,61.000,23.000,17.000,46.000,70.000,10.000,29.000,17.000
40.000,75.000,63.000,68.000,19.000,2.000,62.000,3.000,97.000,52.000,32.000,72.000,47.000,35.000,58.000,95.000,61.000,75.000,1.000,17.000,22.000,12.000,43.000,21.000,85.000,93.000,27.000,53.000,3.000,57.000,96.000,60.000,85.000,89.000,88.000,20.000,74.000,81.000,4.000,46.000
4.000,53.000,62.000,74.000,6.000,71.000,30.000,94.000,88.000,3.000,91.000,97.000,17.000,89.000,72.000,80.000,21.000,21.000,92.000,77.000,26.000,59.000,63.000,62.000,36.000,82.000,23.000,30.000,91.000,64.000,21.000,34.000,65.000,42.000,25.000,89.000,22.000,40.000,29.000,37.000
93.000,60.000,59.000,26.000,18.000,88.000,7.000,87.000,91.000,100.000,7.000,52.000,58.000,78.000,43.000,39.000,68.000,19.000,9.000,36.000,7.000,7.000,56.000,63.000,45.000,64.000,79.000,13.000,27.000,94.000,84.000,51.000,11.000,86.000,30.000,27.000,74.000,54.000,74.000,75.000
47.000,8.000,94.000,87.000,49.000,45.000,27.000,37.000,42.000,78.000,49.000,14.000,63.000,73.000,74.000,83.000,91.000,75.000,84.000,83.000,57.000,86.000,100.000,99.000,56.000,80.000,90.000,49.000,95.000,77.000,81.000,90.000,46.000,52.000,96.000,20.000,79.000,73.000,28.000,54.000
78.000,84.000,60.000,7.000,24.000,52.000,42.000,98.000,91.000,30.000,59.000,64.000,9.000,31.000,38.000,94.000,68.000,31.000,78.000,45.000,88.000,91.000,92.000,13.000,15.000,52.000,29.000,51.000,6.000,48.000,94.000,23.000,25.000,96.000,66.000,36.000,95.000,61.000,55.000,31.000
65.000,63.000,24.000,95.000,59.000,66.000,34.000,52.000,77.000,21.000,100.000,28.000,9.000,42.000,85.000,23.000,100.000,12.000,7.000,5.000,95.000,33.000,48.000,59.000,100.000,6.000,30.000,60.000,70.000,28.000,92.000,97.000,79.000,93.000,32.000,89.000,36.000,75.000,23.000,47.000
33.000,30.000,1.000,52.000,8.000,18.000,90.000,59.000,5.000,60.000,56.000,33.000,96.000,37.000,68.000,38.000,27.000,88.000,24.000,61.000,49.000,53.000,22.000,11.000,76.000,91.000,48.000,45.000,1.000,75.000,31.000,56.000,80.000,4.000,64.000,77.000,71.000,82.000,34.000,35.000
75.000,52.000,3.000,50.000,34.000,91.000,67.000,81.000,98.000,40.000,96.000,45.000,29.000,45.000,1.000,31.000,31.000,29.000,4.000,45.000,82.000,82.000,72.000,33.000,21.000,77.000,48.000,18.000,75.000,98.000,49.000,23.000,69.000,31.000,33.000,38.000,80.000,19.000,43.000,32.000
11.000,33.000,85.000,57.000,31.000,31.000,72.000,64.000,15.000,16.000,47.000,96.000,99.000,50.000,54.000,6.000,79.000,16.000,84.000,63.000,95.000,81.000,52.000,35.000,87.000,41.000,89.000,26.000,46.000,42.000,85.000,93.000,7.000,40.000,93.000,3.000,37.000,25.000,20.000,47.000
26.000,16.000,36.000,53.000,34.000,54.000,24.000,62.000,93.000,19.000,67.000,88.000,15.000,42.000,28.000,33.000,35.000,89.000,91.000,30.000,32.000,39.000,85.000,94.000,65.000,82.000,9.000,18.000,89.000,35.000,96.000,63.000,13.000,3.000,71.000,16.000,76.000,31.000,42.000,54.000
88.000,37.000,33.000,55.000,62.000,55.000,45.000,62.000,70.000,66.000,32.000,77.000,82.000,78.000,94.000,63.000,25.000,16.000,5.000,24.000,77.000,65.000,1.000,19.000,48.000,77.000,81.000,85.000,29.000,4.000,46.000,40.000,29.000,53.000,30.000,16.000,32.000,94.000,77.000,11.000
