7.000,25.000,82.000,94.000,35.000,43.000,50.000,88.000,68.000,50.000,87.000,49.000,5.000,60.000,50.000,94.000,1.000,97.000,83.000,76.000
76.000,18.000,31.000,94.000,28.000,86.000,50.000,14.000,61.000,73.000,59.000,67.000,87.000,50.000,30.000,100.000,50.000,84.000,74.000,51.000
97.000,6.000,11.000,75.000,10.000,64.000,49.000,49.000,43.000,59.000,75.000,11.000,48.000,11.000,14.000,34.000,10.000,92.000,67.000,59.000
16.000,59.000,63.000,29.000,16.000,53.000,26.000,8.000,5.000,8.000,49.000,54.000,87.000,30.000,1.000,55.000,62.000,38.000,47.000,82.000
9.000,7.000,82.000,26.000,24.000,37.000,2.000,39.000,81.000,78.000,40.000,83.000,49.000,24.000,78.000,43.000,3.000,37.000,44.000,50.000
29.000,48.000,45.000,96.000,59.000,50.000,23.000,65.000,35.000,69.000,91.000,33.000,31.000,10.000,21.000,98.000,65.000,41.000,23.000,62.000
86.000,90.000,61.000,67.000,45.000,15.000,58.000,100.000,37.000,53.000,36.000,2.000,44.000,25.000,67.000,40.000,92.000,42.000,42.000,15.000
50.000,39.000,31.000,78.000,13.000,54.000,86.000,38.000,36.000,97.000,32.000,23.000,94.000,67.000,41.000,41.000,49.000,34.000,97.000,88.000
51.000,11.000,57.000,39.000,61.000,6.000,70.000,78.000,82.000,89.000,69.000,91.000,87.000,65.000,41.000,54.000,4.000,13.000,57.000,99.000
36.000,93.000,47.000,46.000,96.000,63.000,86.000,34.000,55.000,63.000,82.000,43.000,5.000,80.000,79.000,68.000,96.000,40.000,13.000,66.000
90.000,17.000,54.000,47.000,28.000,81.000,43.000,7.000,15.000,53.000,29.000,46.000,80.000,83.000,58.000,79.000,36.000,4.000,86.000,34.000
40.000,78.000,95.000,13.000,66.000,8.000,44.000,95.000,61.000,7.000,27.000,71.000,95.000,33.000,42.000,69.000,1.000,44.000,61.000,89.000
59.000,76.000,42.000,87.000,66.000,59.000,4.000,63.000,41.000,22.000,47.000,69.000,27.000,70.000,95.000,46.000,28.000,79.000,42.000,62.000
18.000,25.000,89.000,14.000,29.000,24.000,27.000,2.000,11.000,65.000,70.000,100.000,87.000,4.000,71.000,10.000,81.000,8.000,65.000,66.000
71.000,48.000,12.000,80.000,82.000,64.000,33.000,51.000,14.000,41.000,61.000,87.000,7.000,69.000,74.000,12.000,93.000,8.000,10.000,80.000
12.000,1.000,2.000,57.000,97.000,13.000,10.000,66.000,22.000,25.000,19.000,91.000,44.000,46.000,19.000,94.000,80.000,18.000,22.000,80.000
51.000,32.000,8.000,75.000,96.000,3.000,21.000,17.000,21.000,32.000,87.000,51.000,60.000,58.000,47.000,8.000,20.000,41.000,57.000,44.000
